"﻿平均氣溫 (攝氏度) - 坪洲"
"Mean Temperature (°C) - Peng Chau"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,7,18,27.9,C
2026,7,19,28.3,C
2026,7,20,27.3,C
2026,7,21,27.8,C
2026,7,22,29.2,C
2026,7,23,29.8,C
2026,7,24,29.9,C
2026,7,25,29.2,C
2026,7,26,25.5,C
2026,7,27,26.4,C
2026,7,28,26.6,C
2026,7,29,26.3,C
2026,7,30,26.2,C
2026,7,31,25.3,C
2026,8,1,26.4,C
2026,8,2,25.6,C
2026,8,3,26.6,C
2026,8,4,28.1,C
2026,8,5,27.7,C
2026,8,6,28.7,C
2026,8,7,29.5,C
2026,8,8,31.1,C
2026,8,9,31.6,C
2026,8,10,31.6,C
2026,8,11,31.0,C
2026,8,12,30.8,C
2026,8,13,30.4,C
2026,8,14,27.3,C
2026,8,15,27.9,C
2026,8,16,29.9,C
2026,8,17,29.1,C
2026,8,18,29.0,C
2026,8,19,29.4,C
2026,8,20,27.8,C
2026,8,21,27.7,C
2026,8,22,28.9,C
2026,8,23,29.5,C
2026,8,24,29.9,C
2026,8,25,28.7,C
2026,8,26,28.0,C
2026,8,27,27.9,C
2026,8,28,29.5,C
2026,8,29,29.7,C
2026,8,30,28.0,C
2026,8,31,27.6,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
