"﻿平均氣溫 (攝氏度) - 將軍澳"
"Mean Temperature (°C) - Tseung Kwan O"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,6,17,25.8,C
2026,6,18,26.0,C
2026,6,19,28.8,C
2026,6,20,29.2,C
2026,6,21,29.4,C
2026,6,22,30.0,C
2026,6,23,30.2,C
2026,6,24,30.4,C
2026,6,25,30.0,C
2026,6,26,27.2,C
2026,6,27,28.1,C
2026,6,28,27.3,C
2026,6,29,27.8,C
2026,6,30,27.7,C
2026,7,1,29.0,C
2026,7,2,29.4,C
2026,7,3,27.8,C
2026,7,4,27.5,C
2026,7,5,28.7,C
2026,7,6,27.3,C
2026,7,7,25.8,C
2026,7,8,27.5,C
2026,7,9,28.1,C
2026,7,10,28.6,C
2026,7,11,29.9,C
2026,7,12,30.7,C
2026,7,13,29.3,C
2026,7,14,26.6,C
2026,7,15,26.1,C
2026,7,16,25.5,C
2026,7,17,26.9,C
2026,7,18,28.2,C
2026,7,19,28.7,C
2026,7,20,26.7,C
2026,7,21,27.3,C
2026,7,22,28.3,C
2026,7,23,28.9,C
2026,7,24,28.9,C
2026,7,25,29.3,C
2026,7,26,25.2,C
2026,7,27,26.0,C
2026,7,28,25.8,C
2026,7,29,26.1,C
2026,7,30,25.8,C
2026,7,31,25.4,C
2026,8,1,25.8,C
2026,8,2,24.8,C
2026,8,3,25.9,C
2026,8,4,27.4,C
2026,8,5,27.1,C
2026,8,6,28.2,C
2026,8,7,29.3,C
2026,8,8,30.8,C
2026,8,9,31.6,C
2026,8,10,31.5,C
2026,8,11,30.8,C
2026,8,12,31.5,C
2026,8,13,30.8,C
2026,8,14,27.1,C
2026,8,15,27.7,C
2026,8,16,30.0,C
2026,8,17,29.6,C
2026,8,18,28.7,C
2026,8,19,29.4,C
2026,8,20,27.2,C
2026,8,21,27.2,C
2026,8,22,28.3,C
2026,8,23,29.1,C
2026,8,24,30.1,C
2026,8,25,28.6,C
2026,8,26,27.3,C
2026,8,27,26.7,C
2026,8,28,29.3,C
2026,8,29,29.5,C
2026,8,30,27.5,C
2026,8,31,26.7,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
