"﻿平均氣溫 (攝氏度) - 深水埗"
"Mean Temperature (°C) - Sham Shui Po"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,5,28,30.0,C
2026,5,29,30.1,C
2026,5,30,29.0,C
2026,5,31,28.6,C
2026,6,1,29.0,C
2026,6,2,29.7,C
2026,6,3,30.2,C
2026,6,4,30.6,C
2026,6,5,30.3,C
2026,6,6,27.6,C
2026,6,7,28.3,C
2026,6,8,27.1,C
2026,6,9,26.4,C
2026,6,10,26.0,C
2026,6,11,26.6,C
2026,6,12,27.5,C
2026,6,13,27.3,C
2026,6,14,28.0,C
2026,6,15,26.8,C
2026,6,16,25.6,C
2026,6,17,26.5,C
2026,6,18,26.9,C
2026,6,19,29.5,C
2026,6,20,29.4,C
2026,6,21,29.5,C
2026,6,22,29.6,C
2026,6,23,29.9,C
2026,6,24,30.3,C
2026,6,25,29.8,C
2026,6,26,28.0,C
2026,6,27,28.6,C
2026,6,28,27.3,C
2026,6,29,28.5,C
2026,6,30,28.6,C
2026,7,1,30.3,C
2026,7,2,30.4,C
2026,7,3,28.8,C
2026,7,4,28.4,C
2026,7,5,29.8,C
2026,7,6,28.2,C
2026,7,7,26.7,C
2026,7,8,28.4,C
2026,7,9,29.4,C
2026,7,10,29.6,C
2026,7,11,30.4,C
2026,7,12,30.2,C
2026,7,13,30.3,C
2026,7,14,27.3,C
2026,7,15,26.7,C
2026,7,16,26.0,C
2026,7,17,27.3,C
2026,7,18,28.7,C
2026,7,19,28.7,C
2026,7,20,27.9,C
2026,7,21,28.4,C
2026,7,22,29.6,C
2026,7,23,30.0,C
2026,7,24,30.4,C
2026,7,25,30.0,C
2026,7,26,25.6,C
2026,7,27,26.9,C
2026,7,28,27.1,C
2026,7,29,26.9,C
2026,7,30,26.9,C
2026,7,31,25.6,C
2026,8,1,26.4,C
2026,8,2,25.5,C
2026,8,3,26.8,C
2026,8,4,28.2,C
2026,8,5,28.4,C
2026,8,6,28.8,C
2026,8,7,29.9,C
2026,8,8,32.0,C
2026,8,9,33.5,C
2026,8,10,33.0,C
2026,8,11,31.6,C
2026,8,12,30.8,C
2026,8,13,30.5,C
2026,8,14,28.0,C
2026,8,15,28.4,C
2026,8,16,30.1,C
2026,8,17,29.2,C
2026,8,18,29.9,C
2026,8,19,30.2,C
2026,8,20,28.0,C
2026,8,21,28.1,C
2026,8,22,28.9,C
2026,8,23,29.8,C
2026,8,24,30.2,C
2026,8,25,28.8,C
2026,8,26,28.3,C
2026,8,27,27.7,C
2026,8,28,29.8,C
2026,8,29,29.9,C
2026,8,30,28.7,C
2026,8,31,27.5,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
