"﻿平均氣溫 (攝氏度) - 京士柏"
"Mean Temperature (°C) - King's Park"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,3,26,24.4,C
2026,3,27,23.5,C
2026,3,28,23.9,C
2026,3,29,23.0,C
2026,3,30,24.6,C
2026,3,31,25.3,C
2026,4,1,24.1,C
2026,4,2,22.2,C
2026,4,3,25.1,C
2026,4,4,24.4,C
2026,4,5,23.4,C
2026,4,6,26.1,C
2026,4,7,26.9,C
2026,4,8,22.4,C
2026,4,9,25.3,C
2026,4,10,26.4,C
2026,4,11,26.1,C
2026,4,12,26.3,C
2026,4,13,26.7,C
2026,4,14,26.6,C
2026,4,15,26.4,C
2026,4,16,26.4,C
2026,4,17,24.5,C
2026,4,18,25.1,C
2026,4,19,26.1,C
2026,4,20,26.1,C
2026,4,21,26.3,C
2026,4,22,26.7,C
2026,4,23,25.5,C
2026,4,24,20.5,C
2026,4,25,22.7,C
2026,4,26,24.4,C
2026,4,27,24.5,C
2026,4,28,25.6,C
2026,4,29,24.5,C
2026,4,30,22.1,C
2026,5,1,23.4,C
2026,5,2,24.6,C
2026,5,3,24.6,C
2026,5,4,23.4,C
2026,5,5,20.6,C
2026,5,6,22.9,C
2026,5,7,25.3,C
2026,5,8,26.4,C
2026,5,9,23.0,C
2026,5,10,23.3,C
2026,5,11,25.1,C
2026,5,12,27.0,C
2026,5,13,27.9,C
2026,5,14,26.9,C
2026,5,15,25.5,C
2026,5,16,24.0,C
2026,5,17,23.8,C
2026,5,18,25.1,C
2026,5,19,25.0,C
2026,5,20,27.7,C
2026,5,21,27.5,C
2026,5,22,28.7,C
2026,5,23,28.5,C
2026,5,24,29.1,C
2026,5,25,29.5,C
2026,5,26,29.6,C
2026,5,27,30.1,C
2026,5,28,30.1,C
2026,5,29,30.0,C
2026,5,30,28.7,C
2026,5,31,28.0,C
2026,6,1,28.4,C
2026,6,2,29.6,C
2026,6,3,29.9,C
2026,6,4,30.2,C
2026,6,5,30.2,C
2026,6,6,27.1,C
2026,6,7,27.8,C
2026,6,8,27.1,C
2026,6,9,26.2,C
2026,6,10,25.6,C
2026,6,11,25.9,C
2026,6,12,26.7,C
2026,6,13,27.2,C
2026,6,14,28.2,C
2026,6,15,26.6,C
2026,6,16,25.5,C
2026,6,17,26.4,C
2026,6,18,26.7,C
2026,6,19,29.0,C
2026,6,20,29.2,C
2026,6,21,29.5,C
2026,6,22,29.8,C
2026,6,23,30.0,C
2026,6,24,30.3,C
2026,6,25,30.4,C
2026,6,26,28.0,C
2026,6,27,28.4,C
2026,6,28,27.3,C
2026,6,29,28.1,C
2026,6,30,28.3,C
2026,7,1,29.6,C
2026,7,2,29.5,C
2026,7,3,28.2,C
2026,7,4,28.0,C
2026,7,5,29.4,C
2026,7,6,28.0,C
2026,7,7,26.5,C
2026,7,8,27.9,C
2026,7,9,28.9,C
2026,7,10,29.2,C
2026,7,11,30.0,C
2026,7,12,30.4,C
2026,7,13,29.8,C
2026,7,14,27.1,C
2026,7,15,26.5,C
2026,7,16,25.8,C
2026,7,17,27.3,C
2026,7,18,28.8,C
2026,7,19,28.9,C
2026,7,20,27.7,C
2026,7,21,28.3,C
2026,7,22,29.4,C
2026,7,23,29.6,C
2026,7,24,30.1,C
2026,7,25,29.9,C
2026,7,26,25.4,C
2026,7,27,26.5,C
2026,7,28,26.3,C
2026,7,29,26.4,C
2026,7,30,26.4,C
2026,7,31,25.4,C
2026,8,1,25.9,C
2026,8,2,25.0,C
2026,8,3,26.1,C
2026,8,4,28.2,C
2026,8,5,28.3,C
2026,8,6,29.1,C
2026,8,7,29.7,C
2026,8,8,31.2,C
2026,8,9,32.8,C
2026,8,10,31.9,C
2026,8,11,31.2,C
2026,8,12,31.1,C
2026,8,13,30.8,C
2026,8,14,27.8,C
2026,8,15,28.4,C
2026,8,16,30.0,C
2026,8,17,29.4,C
2026,8,18,29.1,C
2026,8,19,29.3,C
2026,8,20,27.4,C
2026,8,21,27.9,C
2026,8,22,28.9,C
2026,8,23,29.5,C
2026,8,24,30.0,C
2026,8,25,29.0,C
2026,8,26,27.9,C
2026,8,27,27.6,C
2026,8,28,29.6,C
2026,8,29,29.7,C
2026,8,30,28.7,C
2026,8,31,27.6,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
