"﻿平均氣溫 (攝氏度) - 長洲"
"Mean Temperature (°C) - Cheung Chau"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,7,14,26.3,C
2026,7,15,25.9,#
2026,7,16,25.2,#
2026,7,17,26.3,C
2026,7,18,27.2,C
2026,7,19,27.4,C
2026,7,20,26.6,C
2026,7,21,26.9,C
2026,7,22,28.1,C
2026,7,23,28.6,C
2026,7,24,28.7,C
2026,7,25,28.3,C
2026,7,26,24.9,C
2026,7,27,25.3,C
2026,7,28,25.7,C
2026,7,29,25.6,C
2026,7,30,25.4,C
2026,7,31,24.4,C
2026,8,1,25.1,C
2026,8,2,24.8,C
2026,8,3,25.4,C
2026,8,4,27.0,C
2026,8,5,26.8,C
2026,8,6,27.8,C
2026,8,7,28.6,C
2026,8,8,30.7,C
2026,8,9,31.8,C
2026,8,10,31.4,C
2026,8,11,30.3,C
2026,8,12,30.0,C
2026,8,13,29.8,C
2026,8,14,26.6,C
2026,8,15,27.1,C
2026,8,16,28.9,C
2026,8,17,28.8,C
2026,8,18,28.2,C
2026,8,19,28.8,C
2026,8,20,26.5,C
2026,8,21,26.5,C
2026,8,22,27.6,C
2026,8,23,28.9,C
2026,8,24,29.1,C
2026,8,25,28.1,C
2026,8,26,27.0,C
2026,8,27,27.3,C
2026,8,28,28.5,C
2026,8,29,28.1,C
2026,8,30,27.5,C
2026,8,31,27.0,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
