"﻿平均氣溫 (攝氏度) - 大老山"
"Mean Temperature (°C) - Tate's Cairn"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2026,8,21,24.5,C
2026,8,22,25.3,C
2026,8,23,25.8,C
2026,8,24,26.3,C
2026,8,25,25.0,C
2026,8,26,24.4,#
2026,8,27,24.7,#
2026,8,28,26.0,C
2026,8,29,26.5,C
2026,8,30,24.4,C
2026,8,31,24.2,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
